^0
Kekkai Sensen^5.797375344306142
Mob Psycho 100^5.796045138843936
No Game No Life^5.793606250953414
Prince of Stride: Alternative^5.768085365388389
Re:Zero kara Hajimeru Isekai Seikatsu^5.734717146453383
Akatsuki no Yona^5.727947627035743
Ushio to Tora (TV)^5.727847145882363
Tonari no Kaibutsu-kun^5.705268787365549
Akagami no Shirayuki-hime^5.694108740659978
Hai to Gensou no Grimgar^5.689076013706046
Rokka no Yuusha^5.6873456762277135
Bokura wa Minna Kawaisou^5.684210219097718
Akame ga Kill!^5.683513494897042
Isshuukan Friends.^5.677430134347542
Hajime no Ippo: Rising^5.613666906669646
Nisekoi^5.607916562511858
Ookami Shoujo to Kuro Ouji^5.5911183604969175
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka^5.585992467984077
Nisekoi:^5.576289262513454
Sword Art Online II^5.486325340447355
Hataraku Maou-sama!^5.465098635506935
Bakuman.^5.443460607325729
Kuroko no Basket: Baka ja Katenai no yo!^5.433717453686786
Zetsuen no Tempest^5.41330923998475
Gate: Jieitai Kanochi nite, Kaku Tatakaeri^5.388321123401267
Bakuman. 3rd Season^5.38441091359951
Ao no Exorcist^5.378452551763826
Fate/stay night: Unlimited Blade Works^5.36505520067527
Durarara!!x2 Ketsu^5.362057144781952
Gin no Saji 2nd Season^5.331980144293876
Kyoukai no Kanata^5.323783095991175
Psycho-Pass 2^5.32089713946323
Blood Lad^5.317280533994616
Black Bullet^5.3089584137828645
Sakamoto desu ga?^5.307626041746949
Kiznaiver^5.292344718961337
Fate/stay night: Unlimited Blade Works 2nd Season^5.271057910930708
Hamatora The Animation^5.267078983632685
Bakuman. 2nd Season^5.259027665913905
91 Days^5.219137049825929
Btooom!^5.20591696066607
Prison School^5.180021156072916
Handa-kun^5.161585552083016
Mahouka Koukou no Rettousei^5.151091743678137
Nejimaki Seirei Senki: Tenkyou no Alderamin^5.093023037729095
Overlord^5.0704584150807746
Ushio to Tora (TV) 2nd Season^5.067924125754101
Gin no Saji^5.062363303106035
Aldnoah.Zero^5.054603353041211
Chihayafuru 2^5.038746175794799
Arslan Senki (TV): Fuujin Ranbu^5.0284694454126
Netoge no Yome wa Onnanoko ja Nai to Omotta?^5.013029135462836
Haikyuu!! OVA^5.010708260709458
K^5.001552710105686
Log Horizon^4.995586110043063
Rakudai Kishi no Cavalry^4.994319481049645
Yahari Ore no Seishun Love Comedy wa Machigatteiru.^4.9906566992873165
Sukitte Ii na yo.^4.953140054475222
D.Gray-man Hallow^4.946624422517139
Mirai Nikki (TV)^4.933722502461609
God Eater^4.933274334492804
Magi: Sinbad no Bouken^4.927581184653126
Ping Pong The Animation^4.925247403231221
Golden Time^4.91988675009622
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation^4.91684233451045
Katekyo Hitman Reborn!^4.9030367056529665
Ryuugajou Nanana no Maizoukin (TV)^4.898521265847278
Amagi Brilliant Park^4.88426003334253
Orange^4.8797248452807045
Dimension W^4.874807261708387
Shingeki no Bahamut: Genesis^4.871835009148571
Tales of Zestiria the X^4.862828012169981
Aoharu x Kikanjuu^4.862224398472942
Terra Formars^4.860967900229729
Joker Game^4.860417619889245
Kuroko no Basket: Mou Ikkai Yarimasen ka^4.85198601560756
Aldnoah.Zero 2nd Season^4.840098273034294
Kono Subarashii Sekai ni Shukufuku wo!^4.82551918839085
Tokyo Ravens^4.821713548879622
Fairy Tail^4.815376960712548
Ajin^4.814369835822434
D-Frag!^4.802011949595412
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai^4.778764680919573
Durarara!!^4.775149481844254
Hibike! Euphonium^4.774075581277614
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru^4.7557387717872945
Akagami no Shirayuki-hime 2nd Season^4.7507965766250075
Fullmetal Alchemist: Brotherhood^4.724210767696232
Code:Breaker^4.721474048496954
Kuroko no Basket NG-shuu^4.714437010664048
Kuroshitsuji: Book of Circus^4.707468123163758
Donten ni Warau^4.7027490294781735
Chihayafuru^4.698897655370691
Nijiiro Days^4.697110267328919
SKET Dance^4.693504626884844
Soredemo Sekai wa Utsukushii^4.677416370577667
Working!!!^4.671678611551867
Chuunibyou demo Koi ga Shitai! Ren^4.661842448544507
Hajime no Ippo: New Challenger^4.661056462614128
Amaama to Inazuma^4.659555078603445
Log Horizon 2nd Season^4.654491192220876
Steins;Gate^4.649313730956518
Saenai Heroine no Sodatekata^4.634662322489799
Kami nomi zo Shiru Sekai: Megami-hen^4.633118055095707
Gintama°^4.61419877124933
Noragami OVA^4.608818446738909
Area no Kishi^4.607241102991479
One Punch Man: Road to Hero^4.601059884626109
Tanaka-kun wa Itsumo Kedaruge^4.593551562623412
Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season^4.589950440468212
One Outs^4.584900542477144
Hyouka^4.576113906716072
Subete ga F ni Naru: The Perfect Insider^4.5757728158015745
Shigatsu wa Kimi no Uso: Moments^4.554464403606939
Deadman Wonderland^4.549824016324832
Kuroko no Basket: Saikou no Present Desu^4.5285710604595595
Kuroko no Basket: Oshaberi Shiyokka^4.514078827999681
Hajime no Ippo^4.500454970572065
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.^4.496337546156235
Re:␣Hamatora^4.491376512780706
Sakurasou no Pet na Kanojo^4.4319945231555185
Beelzebub^4.426106481462145
K: Return of Kings^4.418412029683417
Hunter x Hunter Movie: Phantom Rouge^4.4097151359241105
Magi: Sinbad no Bouken (TV)^4.409317405032662
Young Black Jack^4.382501555010875
Gugure! Kokkuri-san^4.378843156089019
Gakusen Toshi Asterisk^4.377882086945084
Kimi ni Todoke 2nd Season^4.3459853788892575
Shingeki no Kyojin OVA^4.299730652686884
Shingeki no Kyojin: Kuinaki Sentaku^4.297081137654835
Jitsu wa Watashi wa^4.296281870166457
Guilty Crown^4.2958022485770275
Servamp^4.280125491760079
Kokoro Connect^4.274475054460573
Yamada-kun to 7-nin no Majo (OVA)^4.255941896950664
Steins;Gate Movie: Fuka Ryouiki no Déjà vu^4.2527985753136335
Mekakucity Actors^4.243431124568858
Chuunibyou demo Koi ga Shitai!^4.2432375663710555
Mangaka-san to Assistant-san to The Animation^4.227409071445491
Musaigen no Phantom World^4.224215034722084
Code Geass: Hangyaku no Lelouch^4.223188562000955
Boruto: Naruto the Movie^4.214117115762487
Danshi Koukousei no Nichijou^4.1926655494676455
Kimi ni Todoke^4.188803721687992
Code Geass: Hangyaku no Lelouch R2^4.18447921812392
Kamisama Hajimemashita◎^4.171111871698736
Nisekoi OVA^4.161980749446448
Tales of Zestiria the X: Saiyaku no Jidai^4.161217866495556
Strike the Blood^4.141891694602114
Madan no Ou to Vanadis^4.135377528695321
Kotonoha no Niwa^4.135109368913262
Gakusen Toshi Asterisk 2nd Season^4.123797825100055
Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare^4.121415460346677
Kill la Kill^4.120586019650069
Shingeki! Kyojin Chuugakkou^4.114977407995707
Kaichou wa Maid-sama!^4.113163744001703
Sakamichi no Apollon^4.107172258807229
New Prince of Tennis^4.105943303034614
World Trigger^4.098574284992251
Naruto^4.089218554165141
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie^4.08627427188693
Devil Survivor 2 The Animation^4.080523282783795
Trinity Seven^4.078724290078798
Gokukoku no Brynhildr^4.0719677741652225
Inou-Battle wa Nichijou-kei no Naka de^4.071137185564034
Plastic Memories^4.070765657820232
Toradora!^4.067171524929847
One Piece Film: Z^4.065276600331453
Nurarihyon no Mago: Sennen Makyou^4.056020395973603
Another^4.05555642920614
Kyoukai no Kanata: Shinonome^4.0452090795918405
Gintama&#039;: Enchousen^4.0410692881425945
Tsukimonogatari^4.03608612860259
Dagashi Kashi^4.035045904357311
Tokyo Ghoul: Jack^4.033004810654943
JoJo no Kimyou na Bouken: Stardust Crusaders^4.03183717086691
Toaru Hikuushi e no Koiuta^4.027773920832764
Shirobako^4.02576038043186
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season^4.01707509783766
Kamisama Hajimemashita^4.009665448126753
Sword Art Online^4.00626970175047
Kami nomi zo Shiru Sekai II^3.9910945147430548
Angel Beats!^3.9828589103361027
Fate/stay night: Unlimited Blade Works - Prologue^3.9821136222127844
Nagi no Asukara^3.9779938901902283
Ranpo Kitan: Game of Laplace^3.9753350346378404
Bleach^3.972837788740851
Shouwa Genroku Rakugo Shinjuu^3.947828616020892
The Last: Naruto the Movie^3.9192550426044295
Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen^3.912714704756378
Machine-Doll wa Kizutsukanai^3.9120259253422702
Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru^3.8905467065692068
Fairy Tail (2014)^3.884724141356756
Tokyo ESP^3.872056475242949
Bakemono no Ko^3.866195126829177
Ao no Exorcist Movie^3.8629146931840026
Junketsu no Maria^3.86137652223733
Karneval (TV)^3.8500631845695343
One Piece Film: Strong World^3.8488561188113852
Monogatari Series: Second Season^3.8457784373326565
Death Billiards^3.8456069281236567
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen^3.842102768828574
K: Missing Kings^3.836641233419677
Ore no Imouto ga Konnani Kawaii Wake ga Nai.^3.8345520605104477
Nurarihyon no Mago^3.83455002108074
Kami nomi zo Shiru Sekai^3.833392137626263
Ao Haru Ride OVA^3.83263930273177
Nanatsu no Taizai: Seisen no Shirushi^3.825097251918274
Garo: Honoo no Kokuin^3.8227737195325435
Kingdom 2nd Season^3.8116583508854203
Mirai Nikki Redial^3.8094006149331947
Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni^3.8059981398172833
Himouto! Umaru-chan^3.796649337804676
SKET Dance OVA^3.7957404312020966
Kokoro Connect: Michi Random^3.790835219676657
Naruto: Shippuuden Movie 4 - The Lost Tower^3.7908115270621
Taimadou Gakuen 35 Shiken Shoutai^3.7857741086732863
Cheer Danshi!!^3.7759529437603487
Natsume Yuujinchou Shi^3.7745671208886287
Flying Witch^3.7689192757927144
Denpa Kyoushi (TV)^3.7672054505912254
Naruto: Shippuuden Movie 5 - Blood Prison^3.764559123639445
Hitsugi no Chaika: Avenging Battle^3.7604114240134265
Hitsugi no Chaika^3.7595377773782666
JoJo no Kimyou na Bouken (TV)^3.7588628340957815
Blood Lad: Wagahai wa Neko de wa Nai^3.7562980667318104
Owarimonogatari^3.7537358429812677
Major S6^3.745927583243236
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen^3.737518232550992
Buddy Complex^3.733248545074168
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!^3.7326004110519317
Major: World Series^3.705273361749705
Gintama&#039;^3.7007547496345397
High School DxD BorN^3.6920329402353955
Gakkougurashi!^3.69200686753257
Hanamonogatari^3.6916954559768143
Sankarea^3.6802138469776082
Grisaia no Rakuen^3.679392143711973
Toriko^3.677315063502563
Angel Beats! Specials^3.6745969081516976
D.Gray-man^3.674337056971867
Rainbow: Nisha Rokubou no Shichinin^3.672273064009771
Terra Formars Revenge^3.6707860055227446
Natsume Yuujinchou San^3.6680694416752586
Kono Bijutsubu ni wa Mondai ga Aru!^3.6640938260023987
Fate/Zero 2nd Season^3.660255989016123
Jormungand: Perfect Order^3.6601940662646215
Qualidea Code^3.6581620391123577
Shounen Maid^3.6566468790927784
Accel World^3.6564236211251924
Fate/Zero^3.654415421141909
Eyeshield 21^3.653909599857097
Tamako Love Story^3.651018658193216
Inu x Boku SS^3.649035045204841
Working!!!: Lord of the Takanashi^3.648747124165494
Hotarubi no Mori e^3.6464895240096302
Witch Craft Works^3.6447961535907085
Fukigen na Mononokean^3.644361340383164
Major S5^3.644242867821299
Hajime no Ippo: Champion Road^3.6437470795056512
Tonari no Seki-kun^3.643500621534682
Working&#039;!!^3.6412788301731376
Psycho-Pass Movie^3.640351484188712
Jormungand^3.6336125627189584
Major S3^3.6299544345242287
Nanatsu no Taizai OVA^3.6260554040948514
Outbreak Company^3.6259087197063953
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai^3.601565237122565
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun^3.5989994790955784
Major S2^3.591160311289335
Mushishi Zoku Shou^3.585412553142844
Kingdom^3.5834154906970963
Punch Line^3.582668056716904
Kimi to Boku. 2^3.5801386412340257
Slam Dunk^3.578023497010127
Naruto: Shippuuden Movie 6 - Road to Ninja^3.5759008215440655
Hakkenden: Touhou Hakken Ibun^3.574129307668117
Little Busters!: Refrain^3.5691718090934557
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu^3.551171948367344
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?^3.547935711344663
Charlotte: Tsuyoi Monotachi^3.541956989162805
Uchuu Kyoudai^3.535600466284476
Boku wa Tomodachi ga Sukunai Next^3.524403081885248
Bleach Movie 4: Jigoku-hen^3.5213384245285413
Major S1^3.5205024538453653
Steins;Gate: Oukoubakko no Poriomania^3.511629109262736
Hakkenden: Touhou Hakken Ibun 2nd Season^3.50792458092503
Fairy Tail OVA^3.50301340323375
Kimi to Boku.^3.4955037849484203
Yowamushi Pedal: Special Ride^3.493017293946875
Major S4^3.492650935842754
Magic Kaito 1412^3.490290895074624
Grisaia no Meikyuu: Caprice no Mayu 0^3.4849255164688095
Medaka Box Abnormal^3.4827109790528743
Digimon Adventure tri. 2: Ketsui^3.4813182829122464
Servant x Service^3.475709336495406
Ore no Imouto ga Konnani Kawaii Wake ga Nai^3.4726992865683792
Date A Live II^3.4676803024822025
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen^3.462407884235176
Hunter x Hunter Movie: The Last Mission^3.456937499369787
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA^3.4524503028243947
High School DxD New^3.4507515735976666
Amanchu!^3.4478410619236177
Mushishi Zoku Shou 2nd Season^3.4385369184523067
Mikagura Gakuen Kumikyoku^3.4267858482837066
Kuroshitsuji: Book of Murder^3.4259782826798073
Terra Formars: Bugs 2-hen^3.4251206795100146
Hentai Ouji to Warawanai Neko.^3.418471571807357
Digimon Adventure tri. 1: Saikai^3.415243651069585
Fairy Tail Movie 1: Houou no Miko^3.413789629333289
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me^3.4137574475320003
Joukamachi no Dandelion^3.4136812731967265
Sword Art Online: Extra Edition^3.4125344999193947
Kami nomi zo Shiru Sekai: Tenri-hen^3.4102792842241936
Ookiku Furikabutte: Natsu no Taikai-hen^3.4079899052407785
Baka to Test to Shoukanjuu Ni!^3.4078877655062128
One Punch Man Specials^3.4065632745953995
Starmyu^3.4006497308267907
Absolute Duo^3.392916904772051
Fairy Tail x Rave^3.3924690935020156
White Album 2^3.391690692898174
Hajime no Ippo: Mashiba vs. Kimura^3.389861262916334
Gintama^3.3881764966549723
Prince of Tennis^3.3825678099685237
Yowamushi Pedal Movie^3.371430171994814
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke^3.3619441413971174
Noragami Aragoto OVA^3.3571374234883837
Mikakunin de Shinkoukei^3.356470715678908
Kuromukuro^3.3544682225454
Nodame Cantabile Finale^3.3539103440784195
Ansatsu Kyoushitsu^3.3528674382388584
Monster Musume no Iru Nichijou^3.349904759227747
Sukitte Ii na yo.: Dareka ga^3.338820117929678
Kore wa Zombie Desu ka?^3.3367896607715624
Grisaia no Kajitsu^3.3329456129159465
Natsume Yuujinchou: Itsuka Yuki no Hi ni^3.3278420927774945
Kyoukai no Rinne (TV)^3.3212821095767002
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita^3.318932348771487
Suisei no Gargantia^3.3182216179834056
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono^3.31546876927563
Naruto: Shippuuden Movie 2 - Kizuna^3.3118580953573726
Noblesse: Awakening^3.3114046308036507
Giant Killing^3.309708622088356
Boku wa Tomodachi ga Sukunai^3.307069222905791
Phi Brain: Kami no Puzzle - Orpheus Order-hen^3.305849492998822
Ookiku Furikabutte^3.3020356322449413
Harmonie^3.3018520519277974
Imawa no Kuni no Alice (OVA)^3.2952264987485624
Kokoro ga Sakebitagatterunda.^3.2944084081481773
Tokyo Ghoul: Pinto^3.2935285292226815
Love Live! School Idol Project 2nd Season^3.2879455705129494
Inari, Konkon, Koi Iroha.^3.2831073871555154
Heavy Object^3.279260201745762
Phi Brain: Kami no Puzzle^3.2786986817028403
Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai^3.2700365896306858
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna^3.2659731576889546
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen^3.265043496819607
Mushishi Special: Hihamukage^3.259382541595641
Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen^3.2592458108689013
Baka to Test to Shoukanjuu^3.2590219535547638
Sidonia no Kishi^3.2544648679069166
Saijaku Muhai no Bahamut^3.253034514855296
Tsuritama^3.249677964064824
Orenchi no Furo Jijou^3.242836241081241
Non Non Biyori Repeat^3.2363166677854127
Denki-gai no Honya-san^3.235293859919458
Mushibugyou^3.2337967218377086
Major: Message^3.2304029059691795
Mobile Suit Gundam: Iron-Blooded Orphans^3.229479879756689
Prince of Tennis: The National Tournament Finals^3.2290970247624564
Seiken Tsukai no World Break^3.228415652607612
Highschool of the Dead^3.227752473074275
Danna ga Nani wo Itteiru ka Wakaranai Ken^3.2250052530691953
Lovely★Complex^3.223094019298486
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu^3.2226711889438375
Prince of Tennis: The National Tournament Semifinals^3.220775820921621
Shinsekai yori^3.216691414235269
New Game!^3.2099870284530465
Cuticle Tantei Inaba^3.202459462063978
Gatchaman Crowds Insight^3.193879620570338
Cross Game^3.1764280423208557
Uchouten Kazoku^3.170541269589242
Kuroshitsuji II^3.167531979835058
Usagi Drop^3.164557714622759
Break Blade^3.1620100420273074
Kamisama no Inai Nichiyoubi^3.1598289631946743
Sidonia no Kishi: Daikyuu Wakusei Seneki^3.158429899462308
Nodame Cantabile: Paris-hen^3.1580388649332134
Shinmai Maou no Testament^3.1558993540806712
Free!: Eternal Summer Special^3.1517163105861323
High School DxD^3.150732973951764
Norn9: Norn+Nonet^3.1500996890234365
Kore wa Zombie Desu ka? of the Dead^3.1320164679710114
Little Busters!^3.13016220073676
Akuma no Riddle^3.130070088450997
Diamond no Ace OVA^3.1236872698588614
No.6^3.1207561856132173
Arata Kangatari^3.1200994698598654
Sakamoto desu ga? Special^3.1139818791701592
Working!!^3.1133549813369887
Ore no Kanojo to Osananajimi ga Shuraba Sugiru^3.1098810567741264
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu^3.1068965991907804
Kamisama Hajimemashita OVA^3.104895225932915
Fudanshi Koukou Seikatsu^3.098669165012447
Toaru Kagaku no Railgun S^3.084985340311485
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!^3.08202103057624
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru^3.0783829526798074
Nobunagun^3.0771610150716793
One Piece Film: Strong World Episode 0^3.0703002908203016
Soul Eater^3.068403163071606
Kakumeiki Valvrave^3.068151529568407
Classroom☆Crisis^3.066853763667426
Shijou Saikyou no Deshi Kenichi OVA^3.0636957391120165
Berserk (2016)^3.063330048350804
Ookami Kodomo no Ame to Yuki^3.060878591182826
Toaru Majutsu no Index II^3.0564895619142667
Kuroko no Basket 2nd Season NG-shuu^3.0544031635319215
Mushishi Zoku Shou: Odoro no Michi^3.054084893779378
Gintama Movie: Shinyaku Benizakura-hen^3.051730579139182
Medaka Box^3.0512937143583274
Ore ga Ojousama Gakkou ni Shomin Sample Toshite Gets♥Sareta Ken^3.051200405063615
Nourin^3.050501534772103
Samurai Flamenco^3.041758833366554
Hanayamata^3.037834022698104
Date A Live^3.036804734693341
Tamako Market^3.0354533795126453
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai^3.032047149960408
Hitori no Shita: The Outcast^3.0290869550647064
Ben-To^3.0236955639062346
Brave 10^3.0190270228599596
Kuroshitsuji^3.016916421124524
Durarara!! Specials^3.014550920048762
Hajime no Ippo: Boxer no Kobushi^3.0136664100927892
Osomatsu-san^3.013345775794266
Gekkan Shoujo Nozaki-kun Specials^3.0072486576196265
Schwarzesmarken^3.0026455507907217
Hal^3.001924544976943
Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page^2.9968648922259526
Okusama ga Seitokaichou!^2.981805817151323
Naruto: Shippuuden Movie 1^2.981341399428957
Digimon Adventure tri. 3: Kokuhaku^2.978276535979733
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari^2.9773268091270615
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de^2.9696689213843666
Kimi no Iru Machi^2.9684115764683203
To LOVE-Ru Darkness 2nd^2.968266561168264
Kakumeiki Valvrave 2nd Season^2.9645186866933537
Zetman^2.9621834593204563
Prince of Tennis: The National Tournament^2.959354509859659
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara^2.9530442051947716
K-On!!^2.950839454946668
Nekomonogatari: Kuro^2.948956126038939
Black★Rock Shooter (TV)^2.948636981692915
Ao no Kanata no Four Rhythm^2.940891330722652
Kuusen Madoushi Kouhosei no Kyoukan^2.9402159934940064
Nodame Cantabile^2.935585583084276
Makai Ouji: Devils and Realist^2.9337897978499132
Barakamon: Mijikamon^2.933575694985423
Love Stage!!^2.931805519802235
Dance with Devils^2.927341797671005
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi^2.9254305538337007
High School DxD OVA^2.9254021716562515
Tasogare Otome x Amnesia^2.9214146341497296
Binbougami ga!^2.920004521558768
Utawarerumono: Itsuwari no Kamen^2.9122648970503566
Rewrite^2.9097970134065063
Seitokai Yakuindomo*^2.907500334857104
Nisemonogatari^2.902008600670007
Selector Infected WIXOSS^2.89570815936114
Densetsu no Yuusha no Densetsu^2.8946281009158437
Daitoshokan no Hitsujikai^2.886594932250708
Shirogane no Ishi: Argevollen^2.8812775088505145
Inu x Boku SS Special^2.868017118331064
Sakasama no Patema^2.8677118937458563
Senyuu.^2.8641633774999153
Planetarian: Chiisana Hoshi no Yume^2.8639203502499164
Hai to Gensou no Grimgar Special^2.863619873318957
Shinmai Maou no Testament Burst^2.8568948507719005
Bokura wa Minna Kawaisou: Hajimete no^2.855907469255733
Natsume Yuujinchou^2.855781799718284
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari^2.8551281817669207
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA^2.8539480418109306
Uta no☆Prince-sama♪ Maji Love Revolutions^2.8498501839693953
Baccano!^2.849298257248906
Skip Beat!^2.849085931727443
Hundred^2.848572151748869
Nurarihyon no Mago OVA^2.84826037135777
Hibike! Euphonium: Kakedasu Monaka^2.840463627667651
Dragon Ball Z Movie 14: Kami to Kami^2.840151444459644
Ansatsu Kyoushitsu (TV): Deai no Jikan^2.8357877886830676
Ixion Saga DT^2.8337842783191824
Love Live! Sunshine!!^2.828320489053143
Guilty Crown: Lost Christmas^2.8236973703696346
Ginga e Kickoff!!^2.8227020929107245
Naruto x UT^2.8179727531831857
Oda Nobuna no Yabou^2.8168535895624762
Kanojo ga Flag wo Oraretara^2.8148844790331653
Shingeki no Kyojin Picture Drama^2.8095266442348192
Trinity Seven OVA^2.8093933290174076
Gyakkyou Burai Kaiji: Hakairoku-hen^2.8038973717786146
IS: Infinite Stratos 2^2.800533350657778
Maoyuu Maou Yuusha^2.799339067842091
Noblesse: Pamyeol-ui Sijak^2.7946157279159802
Tonari no Seki-kun OVA^2.794272451638061
To LOVE-Ru Darkness^2.7920025816084912
Yoru no Yatterman^2.791774014006063
Non Non Biyori^2.7908230426311724
Kono Subarashii Sekai ni Shukufuku wo! OVA^2.790027968635229
Brotherhood: Final Fantasy XV^2.7891009588891467
Clannad: After Story^2.784575329803033
Kyousou Giga (TV)^2.7837744252123025
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials^2.781542326432359
Reikenzan: Hoshikuzu-tachi no Utage^2.778002151295473
IS: Infinite Stratos^2.777217924813611
Zoku Natsume Yuujinchou^2.769911218261608
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou^2.765524543033885
Sore ga Seiyuu!^2.7651200879339193
One Piece: Heart of Gold^2.764055344767479
Hidan no Aria^2.7638085056034534
Pokemon: The Origin^2.7634108596951292
Sankarea OVA^2.7598460838997516
Yozakura Quartet: Hana no Uta^2.7596680148807224
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru^2.759240733689261
Motto To LOVE-Ru^2.7565752804776014
Gingitsune^2.755666311095993
Fate/kaleid liner Prisma☆Illya 3rei!!^2.7553174347466127
Brothers Conflict^2.7549518678111706
Selector Spread WIXOSS^2.75267132862837
Bakuon!!^2.745466589512159
Rokujouma no Shinryakusha!? (TV)^2.744059379924138
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi^2.7430828608380002
One Piece: Episode of Luffy - Hand Island no Bouken^2.7425793210077303
Hori-san to Miyamura-kun^2.739885640176867
Persona 4 the Animation^2.735688838663352
Hyouka: Motsubeki Mono wa^2.729890025165574
Uta no☆Prince-sama♪ Maji Love 2000%^2.720673548237007
Shelter^2.7202345232006993
Ojisan to Marshmallow^2.718607122635584
